time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone
1549292405,Partly Cloudy,partly-cloudy-night,0,0,13.84,8.75,-1.05,0.51,1024.45,3.02,4.74,21,0.44,0,10,328.62
